OBJECTID,LEASE_NUMBER,BUS_ASC_NAME,IBLA_APPEAL_FLAG,LEASE_EXPIR_DATE,LEASE_STATUS_CD,LEASE_EFF_DATE,LEASE_EXPT_EXPIR,LEASE_STATUS_CHANGE_DT,LEASE_SECT_AREA,LEASE_SEGR_FLAG,LSE_STAT_EFF_DT,SERIAL_TYPE_CODE,SEGR_XREF_NUM,RGN_APPEAL_FLAG,PEND_LITIG_FLAG,ROYALTY_RATE,INITIAL_AREA,MINERAL_TYPE_CD,BID_SYSTEM_CODE,BID_AMOUNT,PRIMARY_TERM,SALE_DATE,SALE_NUMBER,CURRENT_AREA,ACRE_HECTARE_CD,MMS_REGION_CODE,PROT_NUMBER,PROT_NAME,BLOCK_NUMBER,AREA_CODE,AC_LAB,DATUM_CODE,TRACT_NUMBER,MMS_PLAN_AREA_CD,LEASE_IS_ACTIVE,NOTES,Shape__Area,Shape__Length
1478,Y02200,SHELL,,2016/05/16 00:00:00+00,RELINQ,2008/06/01 00:00:00+00,,2016/05/16 00:00:00+00,0,,2016/05/16 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,446545,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-02,Posey                                                       ,6321,U3,U36321,1,02200,CHU,N,,0.00588765620159393,0.360305868182071
1479,Y02201,SHELL,,2016/05/16 00:00:00+00,RELINQ,2008/06/01 00:00:00+00,,2016/05/16 00:00:00+00,0,,2016/05/16 00:00:00+00,L,,,,12.5,2112.617909,O&G,RS C3,402730,10,2008/02/06 00:00:00+00,193,2112.617909,H,Y,NR03-02,Posey                                                       ,6322,U3,U36322,1,02201,CHU,N,,0.00539791819937818,0.337181143007172
1480,Y02025,REPSOL,,2016/05/24 00:00:00+00,RELINQ,2008/06/01 00:00:00+00,,2016/05/24 00:00:00+00,0,,2016/05/24 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,65100,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-01,Karo                                                        ,6370,KR,KR6370,1,02025,CHU,N,,0.00588149415034422,0.359438757490696
1481,Y02024,REPSOL,,2016/05/24 00:00:00+00,RELINQ,2008/06/01 00:00:00+00,,2016/05/24 00:00:00+00,0,,2016/05/24 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,65100,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-01,Karo                                                        ,6369,KR,KR6369,1,02024,CHU,N,,0.00588173904998257,0.359457186914174
1482,Y02202,STATOIL,,2016/02/11 00:00:00+00,RELINQ,2008/07/01 00:00:00+00,,2016/02/11 00:00:00+00,0,,2016/02/11 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,101097,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-02,Posey                                                       ,6355,U3,U36355,1,02202,CHU,N,,0.00588173905089207,0.359457186914174
1483,Y02023,REPSOL,,2016/05/24 00:00:00+00,RELINQ,2008/06/01 00:00:00+00,,2016/05/24 00:00:00+00,0,,2016/05/24 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,65100,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-01,Karo                                                        ,6368,KR,KR6368,1,02023,CHU,N,,0.00588161564974143,0.359460222299107
1484,Y02203,STATOIL,,2016/02/11 00:00:00+00,RELINQ,2008/07/01 00:00:00+00,,2016/02/11 00:00:00+00,0,,2016/02/11 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,135097,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-02,Posey                                                       ,6356,U3,U36356,1,02203,CHU,N,,0.00588161565065093,0.359460222299107
1485,Y02204,SHELL,,2016/05/16 00:00:00+00,RELINQ,2008/07/01 00:00:00+00,,2016/05/16 00:00:00+00,0,,2016/05/16 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,410604,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-02,Posey                                                       ,6359,U3,U36359,1,02204,CHU,N,,0.00588159109884145,0.359496803851791
1486,Y02022,SHELL,,2016/05/16 00:00:00+00,RELINQ,2008/06/01 00:00:00+00,,2016/05/16 00:00:00+00,0,,2016/05/16 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,127455,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-01,Karo                                                        ,6364,KR,KR6364,1,02022,CHU,N,,0.0058807949999391,0.359497447716651
1487,Y02205,SHELL,,2016/05/16 00:00:00+00,RELINQ,2008/07/01 00:00:00+00,,2016/05/16 00:00:00+00,0,,2016/05/16 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,110051,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-02,Posey                                                       ,6360,U3,U36360,1,02205,CHU,N,,0.0058807949999391,0.359497447716678
1488,Y02021,SHELL,,2016/05/16 00:00:00+00,RELINQ,2008/06/01 00:00:00+00,,2016/05/16 00:00:00+00,0,,2016/05/16 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,128307,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-01,Karo                                                        ,6363,KR,KR6363,1,02021,CHU,N,,0.00588027720095852,0.359513381772213
1489,Y02206,REPSOL,,2016/05/26 00:00:00+00,RELINQ,2008/07/01 00:00:00+00,,2016/05/26 00:00:00+00,0,,2016/05/26 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,110051,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-02,Posey                                                       ,6361,U3,U36361,1,02206,CHU,N,,0.00588027719913953,0.359513381772213
1490,Y02207,REPSOL,,2016/05/26 00:00:00+00,RELINQ,2008/07/01 00:00:00+00,,2016/05/26 00:00:00+00,0,,2016/05/26 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,110051,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-02,Posey                                                       ,6362,U3,U36362,1,02207,CHU,N,,0.00588008899921988,0.359523796464128
1491,Y02208,CPAI,,2013/04/26 00:00:00+00,RELINQ,2008/05/01 00:00:00+00,,2013/04/26 00:00:00+00,0,,2013/04/26 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,75135,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-02,Posey                                                       ,6363,U3,U36363,1,02208,CHU,N,,0.00588017180052702,0.359547990800643
1492,Y02209,CPAI,,2013/04/26 00:00:00+00,RELINQ,2008/05/01 00:00:00+00,,2013/04/26 00:00:00+00,0,,2013/04/26 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,75155,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-02,Posey                                                       ,6364,U3,U36364,1,02209,CHU,N,,0.00587940344939852,0.359557489324888
1493,Y02210,SHELL,,2016/05/16 00:00:00+00,RELINQ,2008/06/01 00:00:00+00,,2016/05/16 00:00:00+00,0,,2016/05/16 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,84958,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-02,Posey                                                       ,6371,U3,U36371,1,02210,CHU,N,,0.00587492264912726,0.359686854176269
1494,Y02211,SHELL,,2016/05/16 00:00:00+00,RELINQ,2008/06/01 00:00:00+00,,2016/05/16 00:00:00+00,0,,2016/05/16 00:00:00+00,L,,,,12.5,2227.232036,O&G,RS C3,548448,10,2008/02/06 00:00:00+00,193,2227.232036,H,Y,NR03-02,Posey                                                       ,6372,U3,U36372,1,02211,CHU,N,,0.00567789880096825,0.350176700044663
1495,Y02342,SHELL,,2016/05/16 00:00:00+00,RELINQ,2008/06/01 00:00:00+00,,2016/05/16 00:00:00+00,0,,2016/05/16 00:00:00+00,L,,,,12.5,2227.232036,O&G,RS C3,354974,10,2008/02/06 00:00:00+00,193,2227.232036,H,Y,NR04-01,Hanna Shoal                                                 ,6352,0F,0F6352,1,02342,CHU,N,,0.00567789879914926,0.350176700044663
1496,Y02030,SHELL,,2016/05/16 00:00:00+00,RELINQ,2008/06/01 00:00:00+00,,2016/05/16 00:00:00+00,0,,2016/05/16 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,302262,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-01,Karo                                                        ,6419,KR,KR6419,1,02030,CHU,N,,0.00586907024990069,0.358846508404871
1497,Y02029,SHELL,,2016/05/16 00:00:00+00,RELINQ,2008/06/01 00:00:00+00,,2016/05/16 00:00:00+00,0,,2016/05/16 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,453324,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-01,Karo                                                        ,6418,KR,KR6418,1,02029,CHU,N,,0.00586848339935386,0.358849009179174
1498,Y02028,SHELL,,2016/05/16 00:00:00+00,RELINQ,2008/06/01 00:00:00+00,,2016/05/16 00:00:00+00,0,,2016/05/16 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,134827,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-01,Karo                                                        ,6415,KR,KR6415,1,02028,CHU,N,,0.00586754050073068,0.35886433980931
1499,Y02212,SHELL,,2016/05/16 00:00:00+00,RELINQ,2008/07/01 00:00:00+00,,2016/05/16 00:00:00+00,0,,2016/05/16 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,615569,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-02,Posey                                                       ,6409,U3,U36409,1,02212,CHU,N,,0.00586754050073068,0.35886433980931
1500,Y02027,SHELL,,2016/05/16 00:00:00+00,RELINQ,2008/06/01 00:00:00+00,,2016/05/16 00:00:00+00,0,,2016/05/16 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,300817,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-01,Karo                                                        ,6414,KR,KR6414,1,02027,CHU,N,,0.00586696229947847,0.358875409903651
1501,Y02213,SHELL,,2016/05/16 00:00:00+00,RELINQ,2008/07/01 00:00:00+00,,2016/05/16 00:00:00+00,0,,2016/05/16 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,110051,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-02,Posey                                                       ,6410,U3,U36410,1,02213,CHU,N,,0.00586696229947847,0.358875409903651
1502,Y02026,SHELL,,2016/05/16 00:00:00+00,RELINQ,2008/06/01 00:00:00+00,,2016/05/16 00:00:00+00,0,,2016/05/16 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,300460,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-01,Karo                                                        ,6413,KR,KR6413,1,02026,CHU,N,,0.00586692060096539,0.358890323654829
1503,Y02214,REPSOL,,2016/05/26 00:00:00+00,RELINQ,2008/07/01 00:00:00+00,,2016/05/26 00:00:00+00,0,,2016/05/26 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,110051,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-02,Posey                                                       ,6411,U3,U36411,1,02214,CHU,N,,0.00586692060005589,0.358890323654829
1504,Y02215,CPAI,,2013/04/26 00:00:00+00,RELINQ,2008/06/01 00:00:00+00,,2013/04/26 00:00:00+00,0,,2013/04/26 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,125130,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-02,Posey                                                       ,6412,U3,U36412,1,02215,CHU,N,,0.00586693990135245,0.35890974304815
1505,Y02216,CPAI,,2013/04/26 00:00:00+00,RELINQ,2008/05/01 00:00:00+00,,2013/04/26 00:00:00+00,0,,2013/04/26 00:00:00+00,L,,,,12.5,2304,O&G,RS C3,126625,10,2008/02/06 00:00:00+00,193,2304,H,Y,NR03-02,Posey                                                       ,6413,U3,U36413,1,02216,CHU,N,,0.00586611064954923,0.358914399281818
1506,Y00886,AMOCO,,1994/10/31 00:00:00+00,EXPIR,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1994/10/31 00:00:00+00,0,N,1994/10/31 00:00:00+00,L,,,,12.5,1269.69,O&G,R 1/8,11489000,10,1984/08/22 00:00:00+00,87,1269.69,H,Y,NR06-04,Flaxman Island                                              ,728,FI,FI728,0,886,BFT,N,,0.00301942710029834,0.226682567202968
1507,Y00912,AMOCO,,1994/10/31 00:00:00+00,EXPIR,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1994/10/31 00:00:00+00,0,N,1994/10/31 00:00:00+00,L,,,,12.5,1269.69,O&G,R 1/8,16489000,10,1984/08/22 00:00:00+00,87,1269.69,H,Y,NR07-03,Barter Island                                               ,705,BI,BI705,0,912,BFT,N,,0.0030192177000572,0.226673979377338
1508,Y00928,AMOCO,,1993/04/26 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1993/04/26 00:00:00+00,0,N,1993/04/26 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,1755000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,772,BI,BI772,0,928,BFT,N,,0.00547426410048502,0.340460867695602
1509,Y00927,SHELL,,1993/04/26 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1993/04/26 00:00:00+00,0,N,1993/04/26 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,925000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,771,BI,BI771,0,927,BFT,N,,0.00547452950013394,0.340474388385726
1510,Y00926,SHELL,,1990/10/04 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1990/10/04 00:00:00+00,0,N,1990/10/04 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,2269000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,769,BI,BI769,0,926,BFT,N,,0.00547563279997121,0.340531537602099
1511,Y00925,PLACID,,1990/10/29 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1990/10/29 00:00:00+00,0,N,1990/10/29 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,6628608,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,768,BI,BI768,0,925,BFT,N,,0.0054755984010626,0.340535100710254
1512,Y00924,CHEVRON,,1991/10/29 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1991/10/29 00:00:00+00,0,N,1991/10/29 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,1810000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,767,BI,BI767,0,924,BFT,N,,0.00547584839841875,0.340551869012134
1513,Y00923,PLACID,,1990/10/29 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1990/10/29 00:00:00+00,0,N,1990/10/29 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,3147264,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,766,BI,BI766,0,923,BFT,N,,0.00547590370115358,0.340562175490364
1514,Y00892,AMOCO,,1994/10/31 00:00:00+00,EXPIR,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1994/10/31 00:00:00+00,420.49,N,1994/10/31 00:00:00+00,L,,,,12.5,1383.33,O&G,R 1/8,4580000,10,1984/08/22 00:00:00+00,87,1383.33,H,Y,NR06-04,Flaxman Island                                              ,772,FI,FI772,0,892,BFT,N,,0.00328306060055183,0.238911454332396
1515,Y00921,EXXON,,1993/09/30 00:00:00+00,RELINQ,1984/10/01 00:00:00+00,1994/09/30 00:00:00+00,1993/09/30 00:00:00+00,741.37,N,1993/09/30 00:00:00+00,L,,,,12.5,1383.33,O&G,R 1/8,3535000,10,1984/08/22 00:00:00+00,87,1383.33,H,Y,NR07-03,Barter Island                                               ,749,BI,BI749,0,921,BFT,N,,0.003283282099801,0.238922858957638
1516,Y00933,UNION,,1993/04/26 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1993/04/26 00:00:00+00,0,N,1993/04/26 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,1263000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,815,BI,BI815,0,933,BFT,N,,0.00546290730017063,0.339934202850629
1517,Y00932,ARCO,,1991/10/03 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1991/10/03 00:00:00+00,0,N,1991/10/03 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,1137000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,812,BI,BI812,0,932,BFT,N,,0.00546419080001215,0.340004855967461
1518,Y00931,ARCO,,1991/10/03 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1991/10/03 00:00:00+00,0,N,1991/10/03 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,1393000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,811,BI,BI811,0,931,BFT,N,,0.00546401594965573,0.340021840824029
1519,Y00930,PLACID,,1990/10/29 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1990/10/29 00:00:00+00,0,N,1990/10/29 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,1011456,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,810,BI,BI810,0,930,BFT,N,,0.0054638690999127,0.340021803366153
1520,Y00939,PLACID,,1990/10/29 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1990/10/29 00:00:00+00,0,N,1990/10/29 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,1322496,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,855,BI,BI855,0,939,BFT,N,,0.0054532353506147,0.339501491303089
1521,Y00938,PLACID,,1990/10/29 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1990/10/29 00:00:00+00,0,N,1990/10/29 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,1353024,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,854,BI,BI854,0,938,BFT,N,,0.00545267999950738,0.339501811213886
1522,Y00937,CONOCO,,1994/10/31 00:00:00+00,EXPIR,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1994/10/31 00:00:00+00,0,N,1994/10/31 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,1701000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,850,BI,BI850,0,937,BFT,N,,0.00545192299978225,0.339525498266778
1523,Y00893,AMOCO,,1994/07/20 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1994/07/20 00:00:00+00,0,N,1994/07/20 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,2372000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR06-04,Flaxman Island                                              ,813,FI,FI813,0,893,BFT,N,,0.00545825374956621,0.340135079388042
1524,Y00894,AMOCO,,1994/07/20 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1994/07/20 00:00:00+00,458.52,N,1994/07/20 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,2322000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR06-04,Flaxman Island                                              ,814,FI,FI814,0,894,BFT,N,,0.0054575140502493,0.340145355906474
1525,Y00895,ARCO,,1992/10/28 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1992/10/28 00:00:00+00,1647.73,N,1992/10/28 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,2217000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR06-04,Flaxman Island                                              ,815,FI,FI815,0,895,BFT,N,,0.00545731704914942,0.340158115436521
1526,Y00936,CONOCO,,1991/10/29 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1991/10/29 00:00:00+00,0,N,1991/10/29 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,8301000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,849,BI,BI849,0,936,BFT,N,,0.00545139180030674,0.339531972795052
1527,Y00935,CHEVRON,,1991/10/29 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1991/10/29 00:00:00+00,0,N,1991/10/29 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,20125000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,848,BI,BI848,0,935,BFT,N,,0.00545066770064295,0.339532329481233
1528,Y00934,CHEVRON,,1991/10/29 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1991/10/29 00:00:00+00,1153.34,N,1991/10/29 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,9412000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,847,BI,BI847,0,934,BFT,N,,0.00545063959998515,0.339546048592462
1529,Y00946,CHEVRON,,1994/10/31 00:00:00+00,EXPIR,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1994/10/31 00:00:00+00,0,N,1994/10/31 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,1711000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,893,BI,BI893,0,946,BFT,N,,0.00544059139974706,0.339009810377924
1530,Y00945,PLACID,,1994/10/31 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1994/10/31 00:00:00+00,1995.33,N,1994/10/31 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,2161152,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,892,BI,BI892,0,945,BFT,N,,0.00544051410088287,0.339019975930774
1531,Y00949,SHELL,,1993/04/28 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1993/04/28 00:00:00+00,0,N,1993/04/28 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,872000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,992,BI,BI992,0,949,BFT,N,,0.00541680594960781,0.337790866742478
1532,Y00948,SHELL,,1993/04/28 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1993/04/28 00:00:00+00,0,N,1993/04/28 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,933000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,991,BI,BI991,0,948,BFT,N,,0.00541771529969992,0.337834143737677
1533,Y00947,SHELL,,1993/04/28 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1993/04/28 00:00:00+00,0,N,1993/04/28 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,933000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-03,Barter Island                                               ,990,BI,BI990,0,947,BFT,N,,0.00541844859981211,0.33787059287573
1534,Y00954,SHELL,,1993/04/26 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1993/04/26 00:00:00+00,0,N,1993/04/26 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,1373000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-05,Demarcation Point                                           ,25,DP,DP25,0,954,BFT,N,,0.00540602870023577,0.337270809416327
1535,Y00955,UNION,,,NO-ISS,,,,0,N,,L,,,,12.5,2304,O&G,R 1/8,2185000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-06,Mackenzie Canyon                                            ,1,MA,MA1,0,955,BFT,N,,0.00540496839948901,0.337240798049725
1536,Y00953,SHELL,,1993/04/26 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1993/04/26 00:00:00+00,0,N,1993/04/26 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,1129000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-05,Demarcation Point                                           ,24,DP,DP24,0,953,BFT,N,,0.00540715100032685,0.337324193520008
1537,Y00956,UNION,,,NO-ISS,,,,0,N,,L,,,,12.5,2304,O&G,R 1/8,1122000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-06,Mackenzie Canyon                                            ,2,MA,MA2,0,956,BFT,N,,0.00540608659957797,0.337294163073837
1538,Y00952,SHELL,,1993/04/28 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1993/04/28 00:00:00+00,0,N,1993/04/28 00:00:00+00,L,,,,12.5,2304,O&G,R 1/8,872000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-05,Demarcation Point                                           ,23,DP,DP23,0,952,BFT,N,,0.00540726040071604,0.337350898000033
1539,Y00957,UNION,,,NO-ISS,,,,0,N,,L,,,,12.5,2304,O&G,R 1/8,872000,10,1984/08/22 00:00:00+00,87,2304,H,Y,NR07-06,Mackenzie Canyon                                            ,45,MA,MA45,0,957,BFT,N,,0.00539397350075888,0.336710858011861
1540,Y00750,EXXON,,1992/09/28 00:00:00+00,RELINQ,1984/10/01 00:00:00+00,1994/09/30 00:00:00+00,1992/09/28 00:00:00+00,557.56,N,1992/09/28 00:00:00+00,L,,,,12.5,557.56,O&G,R 1/8,252000,10,1984/08/22 00:00:00+00,87,557.56,H,Y,NR05-01,Dease Inlet                                                 ,730,DI,DI730,0,750,BFT,N,,0.0013035617512287,0.293919910154769
1541,Y00751,SOHIO,,1992/10/28 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1992/10/28 00:00:00+00,1842.88,N,1992/10/28 00:00:00+00,L,,,,12.5,1842.88,O&G,R 1/8,1267000,10,1984/08/22 00:00:00+00,87,1842.88,H,Y,NR05-01,Dease Inlet                                                 ,731,DI,DI731,0,751,BFT,N,,0.00460369370011904,0.336382635223206
1542,Y00766,AMOCO,,1993/04/01 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1993/04/01 00:00:00+00,0,N,1993/04/01 00:00:00+00,L,,,,12.5,2127.41,O&G,R 1/8,826000,10,1984/08/22 00:00:00+00,87,2127.41,H,Y,NR05-01,Dease Inlet                                                 ,868,DI,DI868,0,766,BFT,N,,0.00533923210059584,0.340557273975065
1543,Y00773,AMOCO,,1993/04/01 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1993/04/01 00:00:00+00,441.64,N,1993/04/01 00:00:00+00,L,,,,12.5,441.64,O&G,R 1/8,206000,10,1984/08/22 00:00:00+00,87,441.64,H,Y,NR05-01,Dease Inlet                                                 ,912,DI,DI912,0,773,BFT,N,,0.00115966540033696,0.201735358317269
1544,Y00774,AMOCO,,1993/04/01 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1993/04/01 00:00:00+00,2213.8,N,1993/04/01 00:00:00+00,L,,,,12.5,2221.69,O&G,R 1/8,920000,10,1984/08/22 00:00:00+00,87,2221.69,H,Y,NR05-01,Dease Inlet                                                 ,913,DI,DI913,0,774,BFT,N,,0.00547941604963853,0.341777207108526
1545,Y00779,AMOCO,,1993/04/01 00:00:00+00,RELINQ,1984/11/01 00:00:00+00,1994/10/31 00:00:00+00,1993/04/01 00:00:00+00,855.3,N,1993/04/01 00:00:00+00,L,,,,12.5,855.3,O&G,R 1/8,362000,10,1984/08/22 00:00:00+00,87,855.3,H,Y,NR05-01,Dease Inlet                                                 ,1002,DI,DI1002,0,779,BFT,N,,0.00232287534981879,0.298990899386091
